Time (Sec),Analog Input 0,Analog Input 1
1.163,4.82,4.11
1.163,4.82,4.11
1.164,4.82,4.11
1.165,4.8,4.1
1.165,4.83,4.11
1.165,4.84,4.12
1.166,4.84,4.12
1.167,4.83,4.12
1.167,4.83,4.11
1.167,4.83,4.11
1.168,4.83,4.11
1.169,4.83,4.11
1.169,4.83,4.12
1.169,4.83,4.12
1.17,4.83,4.12
1.171,4.83,4.11
1.171,4.83,4.12
1.171,4.83,4.12
1.172,4.83,4.04
1.173,4.74,3.92
1.173,4.67,3.83
1.173,4.62,3.76
1.174,4.57,3.69
1.175,4.53,3.65
1.175,4.5,3.6
1.175,4.46,3.55
1.176,4.42,3.51
1.177,4.39,3.47
1.177,4.38,3.44
1.177,4.35,3.41
1.178,4.33,3.37
1.179,4.3,3.33
1.179,4.27,3.3
1.179,4.25,3.27
1.18,4.23,3.24
1.181,4.2,3.21
1.181,4.17,3.18
1.181,4.15,3.15
1.182,4.14,3.14
1.183,4.12,3.11
1.183,4.1,3.08
1.183,4.09,3.07
1.184,4.08,3.05
1.185,4.07,3.04
1.185,4.0,2.85
1.185,3.99,2.84
1.186,3.98,2.83
1.187,3.99,2.83
1.187,3.99,2.83
1.188,4.0,2.84
1.188,4.0,2.84
1.189,4.01,2.85
1.189,4.02,2.86
1.19,4.04,2.87
1.19,4.05,2.88
1.191,4.06,2.88
1.191,4.07,2.9
1.192,4.09,2.91
1.192,4.09,2.91
1.193,4.1,2.92
1.193,4.11,2.93
1.194,4.12,2.93
1.194,4.12,2.94
1.195,4.12,2.93
1.195,4.12,2.93
1.196,4.14,3.02
1.196,4.32,3.23
1.197,4.5,3.44
1.197,4.61,3.61
1.198,4.7,3.76
1.198,4.76,3.84
1.199,4.78,3.88
1.199,4.77,3.91
1.2,4.78,3.94
1.2,4.83,4.11
1.201,4.83,4.1
1.201,4.83,4.11
1.202,4.83,4.11
1.202,4.83,4.1
1.203,4.83,4.11
1.203,4.82,4.1
1.204,4.83,4.11
1.204,4.83,4.11
1.205,4.83,4.11
1.205,4.83,4.11
1.206,4.83,4.11
1.206,4.83,4.11
1.207,4.83,4.11
1.207,4.84,4.12
1.208,4.84,4.12
1.208,4.83,4.11
1.209,4.83,4.11
1.209,4.83,4.12
1.21,4.83,4.12
1.21,4.83,4.12
1.211,4.83,4.12
1.211,4.83,4.12
1.212,4.83,4.12
1.212,4.83,4.12
1.213,4.84,4.12
1.213,4.82,4.11
1.214,4.83,4.12
1.214,4.83,4.13
1.215,4.84,4.14
1.215,4.83,4.12
1.216,4.83,4.12
1.216,4.83,4.12
1.216,4.83,4.12
1.217,4.83,4.12
1.218,4.83,4.12
1.218,4.83,4.12
1.218,4.84,4.12
1.219,4.83,4.12
1.22,4.83,4.12
1.22,4.83,4.12
1.22,4.83,4.12
1.221,4.83,4.12
1.222,4.83,4.11
1.222,4.83,4.11
1.222,4.83,4.12
1.223,4.83,4.12
1.224,4.83,4.12
1.224,4.83,4.12
1.224,4.83,4.12
1.225,4.83,4.12
1.226,4.83,4.12
1.226,4.83,4.12
1.226,4.83,4.12
1.227,4.83,4.12
1.228,4.83,4.12
1.228,4.83,4.12
1.228,4.83,4.13
1.229,4.83,4.12
1.23,4.82,4.12
1.23,4.15,3.12
1.23,4.16,3.11
1.231,4.16,3.11
1.232,4.16,3.1
1.232,4.16,3.1
1.232,4.16,3.1
1.233,4.15,3.08
1.234,4.15,3.08
1.234,4.15,3.07
1.234,4.14,3.05
1.235,4.12,3.04
1.236,4.12,3.03
1.236,4.11,3.01
1.236,4.09,2.99
1.237,4.07,2.97
1.238,4.06,2.96
1.238,4.04,2.94
1.238,4.02,2.92
1.239,4.02,2.91
1.24,4.01,2.9
1.24,4.0,2.89
1.24,4.0,2.88
1.241,4.0,2.88
1.242,4.0,2.88
1.242,4.0,2.88
1.242,4.0,2.88
1.243,4.01,2.88
1.244,4.02,2.89
1.244,4.03,2.89
1.244,4.04,2.9
1.245,4.81,4.02
1.246,4.81,4.04
1.246,4.82,4.05
1.246,4.82,4.06
1.247,4.82,4.07
1.248,4.83,4.07
1.248,4.83,4.08
1.248,4.83,4.09
1.249,4.83,4.09
1.25,4.83,4.1
1.25,4.84,4.1
1.25,4.83,4.1
1.251,4.83,4.1
1.252,4.83,4.1
1.252,4.83,4.11
1.252,4.84,4.12
1.253,4.84,4.11
1.254,4.83,4.11
1.254,4.83,4.11
1.254,4.83,4.11
1.255,4.83,4.11
1.256,4.83,4.11
1.256,4.83,4.11
1.256,4.84,4.11
1.257,4.83,4.11
1.258,4.83,4.11
1.258,4.83,4.11
1.258,4.83,4.11
1.259,4.83,4.11
1.26,4.83,4.11
1.26,4.84,4.13
1.26,4.84,4.12
1.261,4.83,4.12
1.262,4.83,4.12
1.262,4.83,4.12
1.262,4.83,4.12
1.263,4.81,4.12
1.264,4.84,4.12
1.264,4.83,4.12
1.264,4.83,4.13
1.265,4.83,4.13
1.266,4.83,4.13
1.266,4.83,4.13
1.266,4.84,4.14
1.267,4.84,4.13
1.268,4.84,4.13
1.268,4.83,4.13
1.268,4.84,4.13
1.269,4.83,4.14
1.27,4.84,4.14
1.27,4.84,4.14
1.27,4.83,4.13
1.271,4.83,4.13
1.272,4.84,4.13
1.272,4.84,4.13
1.272,4.84,4.13
1.273,4.83,4.13
1.274,4.83,4.13
1.274,4.83,4.13
1.274,4.83,4.13
1.275,4.84,4.13
1.276,4.83,4.13
1.276,4.84,4.13
1.276,4.84,4.13
1.277,4.83,4.1
1.278,4.75,3.94
1.278,4.68,3.84
1.278,4.62,3.76
1.279,4.55,3.69
1.28,4.51,3.62
1.28,4.46,3.57
1.28,4.42,3.52
1.281,4.39,3.48
1.282,4.36,3.44
1.282,4.33,3.41
1.282,4.31,3.38
1.283,4.29,3.35
1.284,4.27,3.32
1.284,4.26,3.31
1.284,4.25,3.28
1.285,4.24,3.27
1.286,4.23,3.25
1.286,4.23,3.24
1.286,4.23,3.23
1.287,4.22,3.21
1.288,4.21,3.19
1.288,4.2,3.18
1.288,4.2,3.17
1.289,4.19,3.16
1.29,4.18,3.13
1.29,4.12,2.97
1.29,4.12,2.97
1.291,4.12,2.96
1.292,4.11,2.95
1.292,4.1,2.94
1.292,4.09,2.93
1.293,4.09,2.92
1.294,4.07,2.9
1.294,4.05,2.89
1.294,4.04,2.88
1.295,4.02,2.86
1.296,4.01,2.85
1.296,4.0,2.84
1.296,3.99,2.83
1.297,4.0,2.83
1.298,3.99,2.82
1.298,3.99,2.81
1.298,3.99,2.82
1.299,4.0,2.82
1.3,4.0,2.82
1.3,4.01,2.83
1.3,4.02,2.83
1.301,4.02,2.84
1.302,4.04,2.85
1.302,4.06,2.92
1.302,4.22,3.13
1.303,4.43,3.37
1.304,4.6,3.59
1.304,4.7,3.74
1.304,4.74,3.83
1.305,4.84,4.12
1.306,4.83,4.12
1.306,4.83,4.12
1.306,4.84,4.12
1.307,4.83,4.12
1.308,4.83,4.12
1.308,4.83,4.13
1.308,4.84,4.12
1.309,4.83,4.13
1.31,4.84,4.13
1.31,4.84,4.13
1.31,4.83,4.13
1.311,4.84,4.13
1.312,4.84,4.13
1.312,4.84,4.13
1.312,4.84,4.12
1.313,4.83,4.12
1.314,4.83,4.12
1.314,4.83,4.12
1.315,4.83,4.12
1.315,4.83,4.12
1.316,4.83,4.12
1.316,4.83,4.13
1.317,4.83,4.12
1.317,4.83,4.12
1.318,4.83,4.12
1.318,4.84,4.13
1.319,4.84,4.13
1.319,4.83,4.12
1.32,4.83,4.12
1.32,4.83,4.12
1.321,4.83,4.13
1.321,4.83,4.13
1.322,4.84,4.14
1.322,4.84,4.13
1.323,4.83,4.13
1.323,4.83,4.13
1.324,4.84,4.14
1.324,4.84,4.13
1.325,4.84,4.13
1.325,4.84,4.14
1.326,4.84,4.13
1.326,4.83,4.13
1.327,4.83,4.13
1.327,4.84,4.13
1.328,4.83,4.14
1.328,4.84,4.14
1.329,4.84,4.13
1.329,4.83,4.13
1.33,4.84,4.13
1.33,4.83,4.13
1.331,4.83,4.13
1.331,4.83,4.13
1.332,4.84,4.13
1.332,4.83,4.12
1.333,4.83,4.12
1.333,4.83,4.12
1.334,4.83,4.13
1.334,4.83,4.12
1.335,4.83,4.12
1.335,4.09,3.08
1.336,4.08,3.06
1.336,4.07,3.04
1.337,4.07,3.03
1.337,4.06,3.03
1.338,4.06,3.02
1.338,4.06,3.01
1.339,4.07,3.02
1.339,4.08,3.01
1.34,4.08,3.01
1.34,4.09,3.01
1.341,4.09,3.02
1.341,4.1,3.02
1.342,4.12,3.03
1.342,4.12,3.03
1.343,4.12,3.03
1.343,4.13,3.03
1.344,4.14,3.03
1.344,4.14,3.03
1.345,4.14,3.03
1.345,4.14,3.02
1.345,4.13,3.01
1.346,4.13,3.01
1.347,4.13,3.0
1.347,4.12,2.98
1.347,4.11,2.97
1.348,4.09,2.95
1.349,4.07,2.94
1.349,4.06,2.92
1.349,4.05,2.9
1.35,4.76,3.86
1.351,4.77,3.9
1.351,4.79,3.95
1.351,4.8,3.96
1.352,4.8,3.98
1.353,4.8,4.0
1.353,4.81,4.02
1.353,4.81,4.03
1.354,4.81,4.04
1.355,4.81,4.05
1.355,4.82,4.06
1.355,4.83,4.07
1.356,4.83,4.07
1.357,4.82,4.08
1.357,4.83,4.09
1.357,4.84,4.09
1.358,4.83,4.09
1.359,4.82,4.09
1.359,4.82,4.1
1.359,4.83,4.1
1.36,4.83,4.11
1.361,4.83,4.11
1.361,4.83,4.11
1.361,4.83,4.11
1.362,4.83,4.12
1.363,4.83,4.12
1.363,4.83,4.12
1.363,4.84,4.12
1.364,4.83,4.12
1.365,4.84,4.13
1.365,4.83,4.13
1.365,4.84,4.13
1.366,4.84,4.13
1.367,4.83,4.13
1.367,4.83,4.13
1.367,4.84,4.13
1.368,4.84,4.13
1.369,4.83,4.12
1.369,4.83,4.12
1.369,4.83,4.12
1.37,4.83,4.13
1.371,4.83,4.12
1.371,4.83,4.12
1.371,4.83,4.12
1.372,4.83,4.12
1.373,4.84,4.13
1.373,4.84,4.12
1.373,4.83,4.13
1.374,4.84,4.12
1.375,4.83,4.13
1.375,4.83,4.12
1.375,4.83,4.13
1.376,4.83,4.13
1.377,4.84,4.13
1.377,4.83,4.13
1.377,4.83,4.13
1.378,4.83,4.13
1.379,4.84,4.13
1.379,4.83,4.13
1.379,4.83,4.13
1.38,4.84,4.13
1.381,4.84,4.14
1.381,4.84,4.14
1.381,4.84,4.13
1.382,4.84,4.14
1.383,4.84,4.14
1.383,4.84,4.13
1.383,4.84,4.14
1.384,4.84,4.14
1.385,4.84,4.13
1.385,4.8,3.99
1.385,4.72,3.88
1.386,4.65,3.8
1.387,4.59,3.72
1.387,4.54,3.66
1.387,4.49,3.6
1.388,4.44,3.54
1.389,4.39,3.48
1.389,4.35,3.44
1.389,4.32,3.41
1.39,4.3,3.36
1.391,4.26,3.32
1.391,4.24,3.29
1.391,4.22,3.27
1.392,4.2,3.24
1.393,4.18,3.22
1.393,4.18,3.2
1.393,4.17,3.19
1.394,4.16,3.17
1.395,4.16,3.16
1.395,4.02,2.89
1.395,4.02,2.89
1.396,4.03,2.9
1.397,4.04,2.9
1.397,4.05,2.91
1.397,4.07,2.91
1.398,4.08,2.92
1.399,4.09,2.93
1.399,4.09,2.93
1.399,4.1,2.94
1.4,4.11,2.95
1.401,4.11,2.95
1.401,4.11,2.95
1.401,4.11,2.94
1.402,4.11,2.94
1.403,4.11,2.94
1.403,4.1,2.93
1.403,4.09,2.92
1.404,4.09,2.91
1.405,4.07,2.89
1.405,4.06,2.88
1.405,4.04,2.86
1.406,4.03,2.86
1.407,4.02,2.84
1.407,4.01,2.83
1.407,4.0,2.81
1.408,3.99,2.81
1.409,3.99,2.81
1.409,3.98,2.81
1.409,4.05,2.96
1.41,4.84,4.11
1.411,4.83,4.1
1.411,4.83,4.11
1.411,4.83,4.11
1.412,4.83,4.11
1.413,4.83,4.11
1.413,4.83,4.11
1.413,4.83,4.11
1.414,4.83,4.12
1.415,4.84,4.12
1.415,4.84,4.12
1.415,4.83,4.12
1.416,4.83,4.13
1.417,4.84,4.14
1.417,4.84,4.13
1.417,4.84,4.13
1.418,4.84,4.13
1.419,4.84,4.13
1.419,4.84,4.13
1.419,4.83,4.13
1.42,4.83,4.13
1.421,4.84,4.13
1.421,4.84,4.13
1.421,4.84,4.13
1.422,4.83,4.13
1.423,4.84,4.13
1.423,4.83,4.13
1.423,4.84,4.13
1.424,4.84,4.12
1.425,4.84,4.13
1.425,4.85,4.13
1.425,4.83,4.12
1.426,4.83,4.12
1.427,4.83,4.13
1.427,4.83,4.13
1.427,4.83,4.12
1.428,4.83,4.12
1.429,4.83,4.12
1.429,4.83,4.13
1.429,4.83,4.13
1.43,4.83,4.13
1.431,4.83,4.13
1.431,4.83,4.13
1.431,4.83,4.13
1.432,4.85,4.13
1.433,4.84,4.13
1.433,4.84,4.13
1.433,4.83,4.13
1.434,4.83,4.13
1.435,4.84,4.13
1.435,4.84,4.14
1.435,4.84,4.13
1.436,4.84,4.13
1.437,4.84,4.14
1.437,4.84,4.14
1.438,4.84,4.13
1.438,4.83,4.14
1.439,4.84,4.14
1.439,4.84,4.14
1.44,4.84,4.13
1.44,4.27,3.29
1.441,4.25,3.27
1.441,4.26,3.26
1.442,4.24,3.23
1.442,4.21,3.2
1.443,4.19,3.17
1.443,4.17,3.15
1.444,4.15,3.13
1.444,4.13,3.1
1.445,4.11,3.08
1.445,4.09,3.06
1.446,4.08,3.04
1.446,4.06,3.02
1.447,4.05,3.01
1.447,4.05,3.0
1.448,4.04,2.98
1.448,4.03,2.96
1.449,4.03,2.96
1.449,4.03,2.96
1.45,4.03,2.95
1.45,4.03,2.95
1.451,4.04,2.95
1.451,4.05,2.95
1.452,4.06,2.96
1.452,4.07,2.96
1.453,4.07,2.96
1.453,4.08,2.97
1.454,4.09,2.98
1.454,4.1,2.98
1.455,4.11,2.98
1.455,4.09,2.9
1.456,4.1,2.91
1.456,4.13,3.0
1.457,4.3,3.22
1.457,4.5,3.45
1.458,4.64,3.65
1.458,4.72,3.78
1.459,4.76,3.85
1.459,4.77,3.9
1.46,4.79,3.95
1.46,4.8,3.97
1.461,4.8,3.99
1.461,4.81,4.01
1.462,4.81,4.02
1.462,4.82,4.03
1.463,4.82,4.04
1.463,4.82,4.05
1.464,4.82,4.06
1.464,4.82,4.06
1.465,4.82,4.07
1.465,4.83,4.08
1.466,4.83,4.08
1.466,4.82,4.08
1.467,4.83,4.08
1.467,4.83,4.09
1.468,4.83,4.1
1.468,4.83,4.1
1.469,4.83,4.1
1.469,4.83,4.1
1.47,4.83,4.11
1.47,4.83,4.12
1.471,4.83,4.12
1.471,4.83,4.13
1.472,4.83,4.12
1.472,4.83,4.12
1.472,4.82,4.12
1.473,4.83,4.14
1.474,4.85,4.14
1.474,4.84,4.13
1.474,4.83,4.13
1.475,4.83,4.13
1.476,4.84,4.14
1.476,4.84,4.13
1.476,4.83,4.14
1.477,4.84,4.13
1.478,4.84,4.14
1.478,4.84,4.13
1.478,4.84,4.13
1.479,4.84,4.13
1.48,4.84,4.13
1.48,4.84,4.13
1.48,4.83,4.12
1.481,4.83,4.13
1.482,4.84,4.13
1.482,4.83,4.12
1.482,4.83,4.12
1.483,4.83,4.12
1.484,4.83,4.12
1.484,4.83,4.13
1.484,4.83,4.12
1.485,4.84,4.13
1.486,4.83,4.12
1.486,4.83,4.12
1.486,4.83,4.12
1.487,4.84,4.13
1.488,4.83,4.12
1.488,4.83,4.13
1.488,4.83,4.12
1.489,4.83,4.13
1.49,4.84,4.13
1.49,4.85,4.13
1.49,4.84,4.13
1.491,4.83,4.13
1.492,4.84,4.14
1.492,4.85,4.14
1.492,4.84,4.13
1.493,4.83,4.13
1.494,4.84,4.14
1.494,4.84,4.14
1.494,4.84,4.14
1.495,4.84,4.13
1.496,4.83,4.13
1.496,4.8,3.99
1.496,4.72,3.89
1.497,4.65,3.8
1.498,4.59,3.73
1.498,4.54,3.67
1.498,4.49,3.6
1.499,4.44,3.55
1.5,4.4,3.5
1.5,4.07,2.97
1.5,4.06,2.95
1.501,4.05,2.94
1.502,4.03,2.93
1.502,4.02,2.91
1.502,4.0,2.9
1.503,4.0,2.89
1.504,3.99,2.88
1.504,3.99,2.87
1.504,3.99,2.87
1.505,3.98,2.86
1.506,3.98,2.86
1.506,4.0,2.89
1.506,4.03,2.89
1.507,4.02,2.88
1.508,4.03,2.89
1.508,4.04,2.89
1.508,4.05,2.9
1.509,4.06,2.91
1.51,4.07,2.92
1.51,4.08,2.93
1.51,4.1,2.94
1.511,4.1,2.94
1.512,4.11,2.95
1.512,4.12,2.95
1.512,4.13,2.95
1.513,4.12,2.95
1.514,4.12,2.95
1.514,4.14,3.03
1.514,4.31,3.23
1.515,4.85,4.13
1.516,4.84,4.12
1.516,4.83,4.11
1.516,4.83,4.11
1.517,4.83,4.12
1.518,4.84,4.13
1.518,4.84,4.12
1.518,4.83,4.12
1.519,4.83,4.12
1.52,4.83,4.12
1.52,4.84,4.12
1.52,4.84,4.12
1.521,4.83,4.11
1.522,4.82,4.11
1.522,4.83,4.13
1.522,4.85,4.13
1.523,4.85,4.13
1.524,4.84,4.13
1.524,4.83,4.12
1.524,4.84,4.12
1.525,4.83,4.12
1.526,4.83,4.12
1.526,4.83,4.13
1.526,4.83,4.13
1.527,4.83,4.13
1.528,4.83,4.12
1.528,4.84,4.14
1.528,4.84,4.14
1.529,4.84,4.14
1.53,4.84,4.14
1.53,4.84,4.13
1.53,4.83,4.14
1.531,4.84,4.14
1.532,4.84,4.14
1.532,4.84,4.14
1.532,4.84,4.14
1.533,4.84,4.14
1.534,4.84,4.14
1.534,4.85,4.14
1.534,4.84,4.14
1.535,4.84,4.14
1.536,4.84,4.13
1.536,4.84,4.13
1.536,4.83,4.14
1.537,4.84,4.14
1.538,4.84,4.13
1.538,4.83,4.13
1.538,4.82,4.12
1.539,4.83,4.13
1.54,4.85,4.14
1.54,4.85,4.13
1.54,4.83,4.12
1.541,4.83,4.12
1.542,4.83,4.13
1.542,4.84,4.13
1.542,4.84,4.13
1.543,4.83,4.13
1.544,4.84,4.13
1.544,4.84,4.13
1.544,4.84,4.13
1.545,4.18,3.21
1.546,4.17,3.2
1.546,4.17,3.19
1.546,4.16,3.17
1.547,4.16,3.16
1.548,4.16,3.15
1.548,4.16,3.14
1.548,4.16,3.14
1.549,4.16,3.13
1.55,4.16,3.13
1.55,4.16,3.12
1.55,4.16,3.11
1.551,4.15,3.1
1.552,4.15,3.09
1.552,4.14,3.08
1.552,4.14,3.07
1.553,4.13,3.05
1.554,4.12,3.04
1.554,4.1,3.02
1.554,4.09,3.01
1.555,4.07,2.99
1.556,4.06,2.96
1.556,4.04,2.95
1.556,4.04,2.94
1.557,4.02,2.92
1.558,4.0,2.91
1.558,3.99,2.89
1.558,3.99,2.89
1.559,3.99,2.89
1.56,3.99,2.88
1.56,3.99,2.81
1.56,3.98,2.81
1.561,3.98,2.82
1.562,4.1,3.01
1.562,4.34,3.26
1.562,4.53,3.5
1.563,4.67,3.69
1.564,4.74,3.8
1.564,4.76,3.87
1.565,4.78,3.92
1.565,4.79,3.96
1.566,4.8,3.98
1.566,4.81,4.01
1.567,4.82,4.03
1.567,4.83,4.05
1.568,4.83,4.06
1.568,4.83,4.07
1.569,4.83,4.08
1.569,4.83,4.09
1.57,4.83,4.09
1.57,4.84,4.1
1.571,4.83,4.1
1.571,4.84,4.1
1.572,4.83,4.11
1.572,4.84,4.11
1.573,4.84,4.11
1.573,4.84,4.12
1.574,4.85,4.12
1.574,4.84,4.12
1.575,4.83,4.11
1.575,4.84,4.14
1.576,4.84,4.13
1.576,4.84,4.14
1.577,4.84,4.14
1.577,4.84,4.14
1.578,4.84,4.13
1.578,4.84,4.14
1.579,4.84,4.13
1.579,4.84,4.13
1.58,4.84,4.14
1.58,4.84,4.14
1.581,4.84,4.14
1.581,4.84,4.14
1.582,4.84,4.13
1.582,4.84,4.14
1.583,4.84,4.14
1.583,4.84,4.14
1.584,4.84,4.14
1.584,4.84,4.14
1.585,4.84,4.15
1.585,4.84,4.15
1.586,4.84,4.15
1.586,4.84,4.15
1.587,4.84,4.15
1.587,4.84,4.15
1.588,4.84,4.15
1.588,4.84,4.14
1.589,4.83,4.15
1.589,4.85,4.16
1.59,4.86,4.16
1.59,4.84,4.15
1.591,4.84,4.15
1.591,4.85,4.15
1.592,4.84,4.15
1.592,4.84,4.15
1.593,4.85,4.15
1.593,4.85,4.15
1.594,4.84,4.15
1.594,4.84,4.14
1.595,4.84,4.14
1.595,4.84,4.14
1.596,4.84,4.14
1.596,4.84,4.14
1.597,4.84,4.14
1.597,4.85,4.15
1.598,4.85,4.14
1.598,4.84,4.14
1.599,4.84,4.14
1.599,4.82,4.02
1.6,4.73,3.9
1.6,4.65,3.81
1.601,4.6,3.74
1.601,4.55,3.68
1.601,4.51,3.63
1.602,4.47,3.58
1.603,4.43,3.54
1.603,4.4,3.5
1.603,4.38,3.46
1.604,4.36,3.43
1.605,4.33,3.4
1.605,4.09,2.98
1.605,4.1,2.99
1.606,4.11,2.99
1.607,4.12,3.0
1.607,4.12,3.0
1.607,4.12,2.99
1.608,4.12,2.99
1.609,4.12,2.99
1.609,4.12,2.98
1.609,4.11,2.97
1.61,4.1,2.96
1.611,4.09,2.95
1.611,4.08,2.94
1.611,4.07,2.92
1.612,4.05,2.9
1.613,4.04,2.89
1.613,4.02,2.88
1.613,4.01,2.87
1.614,4.0,2.85
1.615,3.99,2.84
1.615,3.98,2.83
1.615,3.98,2.83
1.616,3.98,2.82
1.617,3.98,2.82
1.617,3.98,2.82
1.617,3.99,2.83
1.618,4.0,2.83
1.619,4.0,2.83
1.619,4.01,2.84
1.619,4.02,2.85
1.62,4.83,4.12
1.621,4.84,4.12
1.621,4.84,4.12
1.621,4.84,4.13
1.622,4.84,4.13
1.623,4.84,4.14
1.623,4.84,4.13
1.623,4.84,4.14
1.624,4.84,4.14
1.625,4.84,4.15
1.625,4.85,4.15
1.625,4.84,4.14
1.626,4.84,4.14
1.627,4.84,4.14
1.627,4.84,4.15
1.627,4.85,4.15
1.628,4.84,4.14
1.629,4.83,4.14
1.629,4.84,4.15
1.629,4.85,4.15
1.63,4.84,4.14
1.631,4.84,4.14
1.631,4.84,4.14
1.631,4.85,4.14
1.632,4.84,4.14
1.633,4.84,4.13
1.633,4.84,4.16
1.633,4.84,4.14
1.634,4.84,4.14
1.635,4.84,4.14
1.635,4.85,4.15
1.635,4.84,4.15
1.636,4.84,4.14
1.637,4.84,4.14
1.637,4.84,4.15
1.637,4.84,4.14
1.638,4.84,4.15
1.639,4.85,4.15
1.639,4.85,4.15
1.639,4.84,4.15
1.64,4.84,4.15
1.641,4.84,4.15
1.641,4.85,4.16
1.641,4.85,4.16
1.642,4.84,4.16
1.643,4.84,4.15
1.643,4.84,4.16
1.643,4.85,4.16
1.644,4.84,4.15
1.645,4.84,4.16
1.645,4.85,4.16
1.645,4.85,4.15
1.646,4.84,4.16
1.647,4.85,4.16
1.647,4.85,4.16
1.647,4.84,4.15
1.648,4.84,4.16
1.649,4.84,4.15
1.649,4.84,4.15
1.649,4.84,4.15
1.65,4.36,3.45
1.651,4.33,3.41
1.651,4.29,3.37
1.651,4.26,3.33
1.652,4.24,3.29
1.653,4.2,3.26
1.653,4.18,3.23
1.653,4.16,3.2
1.654,4.14,3.18
1.655,4.13,3.16
1.655,4.12,3.14
1.655,4.12,3.13
1.656,4.11,3.11
1.657,4.1,3.1
1.657,4.11,3.1
1.657,4.11,3.1
1.658,4.11,3.09
1.659,4.11,3.08
1.659,4.12,3.09
1.659,4.13,3.08
1.66,4.13,3.08
1.661,4.13,3.08
1.661,4.14,3.08
1.661,4.14,3.08
1.662,4.15,3.07
1.663,4.15,3.07
1.663,4.14,3.06
1.663,4.14,3.05
1.664,4.13,3.04
1.665,4.13,3.04
1.665,4.1,2.93
1.665,4.1,2.93
1.666,4.1,2.92
1.667,4.09,2.91
1.667,4.08,2.9
1.667,4.07,2.89
1.668,4.06,2.88
1.669,4.04,2.87
1.669,4.03,2.87
1.669,4.13,3.04
1.67,4.36,3.29
1.671,4.54,3.52
1.671,4.67,3.71
1.671,4.74,3.81
1.672,4.77,3.88
1.673,4.79,3.94
1.673,4.8,3.97
1.673,4.81,4.0
1.674,4.81,4.02
1.675,4.81,4.03
1.675,4.82,4.05
1.675,4.83,4.07
1.676,4.83,4.08
1.677,4.83,4.09
1.677,4.83,4.1
1.677,4.84,4.1
1.678,4.84,4.11
1.679,4.84,4.12
1.679,4.84,4.12
1.679,4.84,4.13
1.68,4.85,4.16
1.681,4.85,4.16
1.681,4.84,4.16
1.681,4.85,4.17
1.682,4.85,4.16
1.683,4.85,4.16
1.683,4.84,4.16
1.683,4.85,4.16
1.684,4.85,4.17
1.685,4.85,4.16
1.685,4.84,4.16
1.685,4.84,4.16
1.686,4.84,4.15
1.687,4.84,4.16
1.687,4.85,4.16
1.688,4.85,4.16
1.688,4.84,4.15
1.689,4.84,4.16
1.689,4.85,4.15
1.69,4.84,4.15
1.69,4.84,4.15
1.691,4.84,4.15
1.691,4.84,4.15
1.692,4.84,4.15
1.692,4.84,4.16
1.693,4.84,4.16
1.693,4.85,4.16
1.694,4.85,4.16
1.694,4.84,4.16
1.695,4.85,4.16
1.695,4.84,4.16
1.696,4.84,4.16
1.696,4.85,4.16
1.697,4.85,4.16
1.697,4.85,4.16
1.698,4.85,4.16
1.698,4.84,4.16
1.699,4.85,4.18
1.699,4.85,4.17
1.7,4.84,4.17
1.7,4.85,4.17
1.701,4.85,4.17
1.701,4.85,4.17
1.702,4.85,4.17
1.702,4.85,4.17
1.703,4.85,4.17
1.703,4.85,4.16
1.704,4.84,4.17
1.704,4.85,4.16
1.705,4.84,4.16
1.705,4.84,4.16
1.706,4.84,4.16
1.706,4.85,4.16
1.707,4.85,4.16
1.707,4.85,4.15
1.708,4.84,4.05
1.708,4.74,3.92
1.709,4.67,3.83
1.709,4.6,3.75
1.71,4.55,3.69
1.71,4.02,2.96
1.711,4.02,2.94
1.711,4.01,2.94
1.712,4.01,2.93
1.712,4.01,2.93
1.713,4.01,2.93
1.713,4.01,2.92
1.714,4.02,2.92
1.714,4.03,2.93
1.715,4.04,2.93
1.715,4.05,2.94
1.716,4.06,2.95
1.716,4.07,2.95
1.717,4.08,2.96
1.717,4.09,2.96
1.718,4.09,2.97
1.718,4.1,2.97
1.719,4.1,2.97
1.719,4.11,2.97
1.72,4.11,2.97
1.72,4.11,2.96
1.721,4.11,2.96
1.721,4.1,2.95
1.722,4.09,2.94
1.722,4.08,2.93
1.723,4.08,2.92
1.723,4.06,2.91
1.724,4.04,2.89
1.724,4.03,2.88
1.725,4.02,2.86
1.725,4.84,4.12
1.726,4.84,4.12
1.726,4.84,4.13
1.727,4.85,4.13
1.727,4.84,4.13
1.728,4.84,4.13
1.728,4.84,4.13
1.728,4.84,4.14
1.729,4.84,4.14
1.73,4.84,4.14
1.73,4.84,4.14
1.73,4.84,4.14
1.731,4.84,4.14
1.732,4.84,4.14
1.732,4.84,4.15
1.732,4.85,4.16
1.733,4.85,4.16
1.734,4.84,4.15
1.734,4.84,4.15
1.734,4.85,4.16
1.735,4.85,4.16
1.736,4.85,4.16
1.736,4.85,4.16
1.736,4.85,4.16
1.737,4.85,4.16
1.738,4.85,4.16
1.738,4.85,4.16
1.738,4.85,4.17
1.739,4.85,4.17
1.74,4.85,4.16
1.74,4.85,4.18
1.74,4.85,4.17
1.741,4.85,4.18
1.742,4.85,4.17
1.742,4.84,4.17
1.742,4.85,4.17
1.743,4.85,4.17
1.744,4.85,4.16
1.744,4.84,4.16
1.744,4.84,4.16
